player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Robinson Thompson, Brandon",19,0,0.009,0,53,32,-0.237167813,-0.102460937,-0.481270937,-0.049896875,-0.63362875,-0.762127925
"Manassero, Matteo",16,0,0.003,0,50,38,-0.754834211,0.187793684,0.287544211,-0.680758158,-0.205420263,-0.7622384
"Gonzalez, Emilio",4,0,0,0,12,9,0.337713333,0.40891,-1.313723333,-0.652362222,-1.557175556,-0.76314
"Townsend, Hugo",17,0,0,0,59,34,-0.285480588,0.182011765,-0.652766471,-0.404387941,-0.875142647,-0.768121017
"Johnston, Andrew",11,0,0,0,36,22,-0.543439091,0.122391364,0.048054091,0.074562727,0.245008182,-0.77776
"Nyholm, Pontus",18,0,0.001,0,53,46,0.120743261,-0.081876957,-0.550617174,-0.196446957,-0.828941087,-0.78184566
"Wu, Ashun",12,0,0,0,37,29,0.319033448,0.068322759,-0.515409655,-0.70437931,-1.151466207,-0.787287568
"Garnett, Brice",18,0,0.007,0,51,44,0.018808409,-0.213175682,-0.202,-0.299161364,-0.714337045,-0.800304314
"Dunlap, Nick",16,0,0,0,46,43,0.091615116,0.126517907,0.039442093,-0.867170465,-0.701210465,-0.800536304
"Kruyswijk, Jacques",14,0,0,0,48,32,-0.160484062,-0.032808125,-0.007245625,-0.600705,-0.64075875,-0.817261667
"Aphibarnrat, Kiradech",20,0,0,0,64,34,-0.036413529,0.037727353,-0.702183529,-0.164923824,-0.82938,-0.817434688
"VanDerLaan, John",18,0,0,0,53,46,-0.272339565,-0.083530217,-0.604244348,-0.043787174,-0.731561739,-0.823450189
"Higgs, Harry",20,0,0,0,57,25,-0.3560292,-0.1145464,-0.2271032,-0.0634932,-0.4051428,-0.828652456
"Zhou, Yanhan",14,0,0.002,0,42,26,0.695406923,-0.300169615,-1.217164231,-0.028843077,-1.546176923,-0.837459524
"Soderberg, Sebastian",15,0,0.004,0,42,28,-0.244321071,0.140606429,-0.264568929,-0.185923214,-0.309885714,-0.841030476
"Wise, Aaron",10,0,0.001,0,26,23,-0.19255913,0.04917,-0.293496522,-0.404724783,-0.649051304,-0.852684231
"Hadwin, Adam",19,0,0.002,0,56,26,-0.361009231,-0.401730385,-0.464944231,-0.295929231,-1.162603846,-0.853188571
"Lawrence, Thriston",18,0,0,0,51,30,-0.860415667,-0.300479,-0.104992667,0.062684,-0.342787667,-0.857725098
"Lahiri, Anirban",11,0,0,0,42,40,-0.49604275,-0.0517135,-0.34831675,0.104266,-0.29576425,-0.866235714
"Higgo, Garrick",20,0,0,0,58,57,-0.030382105,-0.199385088,-0.693757719,0.025802105,-0.867340702,-0.882491552
"Mansell, Richard",5,0,0,0,12,12,-0.2124525,-0.045793333,-0.1242925,-0.500720833,-0.670806667,-0.883260833
"Steinlechner, Maximilian",20,0,0.003,0,58,34,-0.028482647,-0.232108824,-0.515091471,-0.135632353,-0.882832647,-0.883302759
"Schmidt, Ben",18,0,0,0,50,30,0.02955,-0.474935,-0.227448333,-0.183306333,-0.885689667,-0.9075386
"Winther, Jeff",15,0,0,0,49,31,0.038202258,-0.046807097,-0.211571935,-0.792532903,-1.050911935,-0.923941429
"Kern, Ben",1,0,0,0,4,4,0.3483875,-0.62578,-0.490775,-0.1592975,-1.2758525,-0.9274675
"Ravetto, David",21,0,0.001,0,67,44,-0.728954773,-0.193462045,-0.392549318,0.189749318,-0.396262045,-0.941465821
"Clanton, Luke",17,0,0,0,49,43,-0.501132093,-0.267858605,0.200500465,-0.512117209,-0.579475349,-0.943661429
"Schneider, Marcel",18,0,0,0,57,40,0.08178575,-0.07444875,-0.4270035,-0.346978,-0.84843025,-0.956881228
"Tringale, Cameron",11,0,0,0,44,40,-0.20317775,-0.102417,-0.0832885,-0.6029235,-0.788629,-0.970647727
"Norgaard, Niklas",19,0,0,0,62,48,0.006430625,-0.597402292,-0.236662083,0.219541458,-0.614522917,-0.97189371
"Shipley, Neal",18,0,0,0,49,44,-0.686505909,-0.603589773,-0.297842727,0.7055925,-0.19584,-0.983903673
"Kaymer, Martin",11,0,0,0,42,42,-0.051799762,-0.290021905,0.190015,-0.836800952,-0.936807857,-0.988607619
"Silverman, Ben",18,0,0.001,0,53,28,0.380933929,-0.272835357,-0.25733,-0.257533214,-0.787698571,-0.990270377
"Lagergren, Joakim",19,0,0.001,0,56,40,0.1623455,-0.11181375,-0.71226225,-0.00568825,-0.82976425,-0.991280179
"Kokrak, Jason",10,0,0,0,40,40,-0.11128575,-0.24329175,-0.2391035,-0.39812625,-0.8805215,-0.991807
"Bairstow, Sam",19,0,0,0,60,38,-0.246827895,-0.269117105,-0.368020526,-0.070177632,-0.707315263,-1.009946667
"Dufner, Jason",5,0,0,0,11,7,0.168914286,-0.35342,0.069985714,-0.478832857,-0.762267143,-1.011817273
