position,player_name,course,score,thru,today,sg_ott,distance,accuracy,sg_app,gir,prox_fw,prox_rgh,sg_putt,sg_arg,scrambling,great_shots,poor_shots,sg_total,sg_t2g,sg_bs
T132,"Clarke, Darren",AN,7,18,4,-1.6,271.6,0.5,-1.42,0.55556,30.2143,99.75,1.78,-2.41,0.5,6,6,-3.65,-5.43,-3.02
T132,"Bairstow, Sam",AN,7,18,5,-1.36,279.7,0.5,-2.71,0.5,40.0962,41.625,-1.19,0.62,0.6,3,6,-4.65,-3.46,-4.07
T132,"Yang, Jiho",AN,7,18,0,-0.19,267.9,0.5,0.83,0.72222,29.3194,54.2083,0.28,-0.57,0.5,3,1,0.35,0.07,0.64
T132,"Baldwin, Matthew",AN,7,18,5,-2.51,285.9,0.28571,-0.87,0.55556,33.7576,64.9444,0.11,-1.38,0.5,2,5,-4.65,-4.76,-3.38
T132,"Couvra, Martin",AN,7,18,3,0.13,287.5,0.57143,-2.23,0.55556,31.7273,94,-0.96,0.4,0.55556,3,8,-2.65,-1.7,-2.1
T132,"Grinberg, Lev",AN,7,18,6,-0.61,287.3,0.5,-0.08,0.44444,37.2083,52.0208,-2.51,-2.45,0.27273,5,5,-5.65,-3.14,-0.7
T132,"Surratt, Caleb",AN,7,18,5,-1.09,308.2,0.35714,-2.35,0.38889,43.7424,49.9306,0.19,-1.4,0.6,3,4,-4.65,-4.84,-3.44
T139,"Cink, Stewart",AN,8,18,4,-0.02,273.9,0.5,-5.05,0.5,39.5476,83.9167,0.17,1.25,0.625,2,5,-3.65,-3.82,-5.07
T139,"Vincent, Scott",AN,8,18,3,-1.67,280.4,0.35714,-0.04,0.55556,32.7083,39.1667,0.44,-1.39,0.375,4,8,-2.65,-3.09,-1.7
T141,"Harrington, Padraig",AN,9,18,-1,1.18,286.4,0.5,-0.97,0.61111,38.5758,104.4167,0.41,0.73,0.625,4,4,1.35,0.94,0.21
T141,"Laporta, Francesco",AN,9,18,5,1.31,299.5,0.5,-0.79,0.61111,34.5,62.25,-0.38,-4.79,0.38462,6,6,-4.65,-4.27,0.52
T141,"Jordan, Matthew",AN,9,18,2,0.88,294.2,0.35714,-0.35,0.66667,30.7963,36.4048,-1.64,-0.54,0.14286,2,4,-1.65,-0.01,0.53
T141,"Woodland, Gary",AN,9,18,1,-0.21,282.7,0.42857,0.44,0.72222,38.7045,31.5,-0.06,-0.82,0.375,5,5,-0.65,-0.59,0.23
T141,"Bradbury, Dan",AN,9,18,5,0.55,277.3,0.64286,-2.25,0.55556,35.5952,79,-3.09,0.13,0.44444,4,7,-4.65,-1.56,-1.69
T141,"Kaneko, Kota",AN,9,18,7,-2.26,280.2,0.21429,-1.19,0.44444,35.6333,45.2604,-3.49,0.28,0.44444,1,8,-6.65,-3.16,-3.45
T141,"Harman, Brian",AN,9,18,5,-0.93,264.8,0.71429,-0.62,0.5,37.8944,52.2917,-1.81,-1.29,0.5,2,8,-4.65,-2.84,-1.55
T141,"Ham, Jeong Woo",AN,9,18,2,-1.13,290,0.28571,-2.93,0.27778,51.0104,58.0583,-0.05,2.46,0.66667,3,4,-1.65,-1.6,-4.07
T149,"Christensen, Tiger",AN,10,18,5,-2.01,272.3,0.42857,0.97,0.61111,49.75,48.3667,-2.04,-1.57,0.33333,3,8,-4.65,-2.61,-1.04
T149,"Duval, David",AN,10,18,7,-1.72,272.9,0.35714,-1.71,0.55556,42.0909,58.8929,-2.09,-1.13,0.375,3,7,-6.65,-4.56,-3.43
T149,"Spieth, Jordan",AN,10,18,7,-2.35,292,0.21429,-1.25,0.61111,31.9792,64.6759,-2.57,-0.48,0.42857,3,8,-6.65,-4.08,-3.6
152,"Puig, David",AN,11,18,7,-2,305.7,0.28571,-1.35,0.55556,27.9083,78.0238,-0.31,-2.99,0.2,4,6,-6.65,-6.34,-3.34
153,"Truslow, Austen",AN,13,18,4,0.02,295.5,0.42857,-0.93,0.61111,32.2273,81.5833,-2.07,-0.67,0.28571,5,10,-3.65,-1.58,-0.91
T154,"Laopakdee, Fifa",AN,15,18,10,-4.03,285,0.5,-2.15,0.5,46.1181,61.0833,-4.05,0.58,0.5,5,11,-9.65,-5.6,-6.18
T154,"Yonezawa, Ren",AN,15,18,9,-0.91,274.2,0.5,-1.04,0.5,27.0625,138.45,-4.67,-2.02,0.2,3,7,-8.65,-3.98,-1.95
WD,"Nicholas, James",AN,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
