position,player_name,course,score,thru,today,sg_ott,distance,accuracy,sg_app,gir,prox_fw,prox_rgh,sg_putt,sg_arg,scrambling,great_shots,poor_shots,sg_total,sg_t2g,sg_bs
T85,"Im, Sungjae",AN,-1,18,-1,1.63,292,0.92857,-1.66,0.66667,33.2584,45.4071,-0.04,-0.04,0.8,3,3,-0.11,-0.07,-0.03
T85,"Fisk, Steven",AN,-1,18,0,0.61,294.5,0.71429,-1.93,0.5,43.3666,37.1558,-1.84,2.05,0.63636,3,4,-1.11,0.73,-1.32
T85,"Pavon, Matthieu",AN,-1,18,-2,1.67,299.5,0.71429,-0.49,0.66667,28.0435,60.6715,0.54,-0.83,0.83333,3,3,0.89,0.35,1.17
T85,"List, Luke",AN,-1,18,-1,1.07,301.2,0.64286,0.39,0.66667,35.3686,34.2703,-1.23,-0.34,0.625,3,0,-0.11,1.12,1.46
T85,"James, Ben",AN,-1,18,0,0.69,288.1,0.71429,-3.08,0.55556,32.7018,97.9865,1.93,-0.66,0.66667,4,4,-1.11,-3.05,-2.39
T85,"Cowan, Ryder",AN,-1,18,-3,-1.05,294.2,0.57143,1.52,0.61111,24.097,38.7781,2.65,-1.23,0.55556,5,2,1.89,-0.77,0.47
T93,"Svensson, Adam",AN,0,18,3,-1.39,282,0.5,-1.68,0.61111,30.5345,61.3776,0.01,-1.05,0.28571,2,4,-4.11,-4.12,-3.07
T93,"Kanaya, Takumi",AN,0,18,-2,-0.88,281.6,0.42857,1.75,0.66667,17.7499,58.408,0.6,-0.58,0.66667,2,1,0.89,0.29,0.87
T93,"Potgieter, Aldrich",AN,0,18,-6,1.35,300,0.71429,2.42,0.83333,29.0227,44.3913,1.58,-0.46,0.66667,7,2,4.89,3.3,3.77
T93,"Hoffman, Charley",AN,0,18,-2,0.52,291.9,0.64286,0.49,0.61111,22.3346,80.5143,0.53,-0.65,0.77778,4,2,0.89,0.36,1.01
T93,"Keefer, Johnny",AN,0,18,-5,0.57,300.1,0.71429,-3.49,0.55556,30.2632,31.233,4.21,2.6,0.85714,10,6,3.89,-0.33,-2.92
T93,"Wood, Griffin",AN,0,18,-1,0.81,302,0.78571,-2.44,0.72222,38.3842,50.6878,1.16,0.37,0.83333,3,4,-0.11,-1.27,-1.63
T93,"Sandhu, Sihan",AN,0,18,0,0.63,289.1,0.64286,-1.09,0.66667,26.4283,59.6372,-0.45,-0.21,0.5,3,5,-1.11,-0.66,-0.46
T93,"Wu, Dylan",AN,0,18,-4,1.21,290.2,0.85714,0.92,0.83333,35.8211,17.602,1.51,-0.75,0.66667,5,3,2.89,1.37,2.13
T93,"Van Rooyen, Erik",AN,0,18,-3,-3.22,296.2,0.21429,2.79,0.55556,23.9571,46.1942,2.5,-0.18,0.66667,6,3,1.89,-0.61,-0.44
T93,"Highsmith, Joe",AN,0,18,0,0.6,292.7,0.64286,-1.84,0.5,35.0754,74.337,0.25,-0.12,0.72727,4,3,-1.11,-1.36,-1.24
T93,"Hadwin, Adam",AN,0,18,2,-1.94,287.8,0.57143,-0.42,0.38889,33.0118,46.9244,-0.56,-0.19,0.81818,2,8,-3.11,-2.55,-2.36
T93,"Ramey, Chad",AN,0,18,-1,0.85,290.2,0.76923,1.6,0.76471,27.1167,13.7667,0.67,-1.26,0.66667,4,3,1.85,1.18,2.44
T105,"Champ, Cameron",AN,1,18,0,0.2,291.5,0.64286,0.18,0.66667,26.1476,45.6642,-0.89,-0.59,0.66667,1,3,-1.11,-0.22,0.38
T105,"Garnett, Brice",AN,1,18,-1,-0.33,278.3,0.64286,-0.53,0.61111,26.007,64.1982,0.39,0.35,0.57143,3,3,-0.11,-0.5,-0.85
T105,"Dunlap, Nick",AN,1,18,-1,-0.75,287.4,0.64286,1.98,0.77778,19.8752,31.4504,-1.62,0.28,1,3,5,-0.11,1.51,1.23
T105,"Finau, Tony",AN,1,18,-2,1.27,297.3,0.71429,-1.66,0.66667,32.7766,44.5829,-0.47,1.76,0.75,4,3,0.89,1.36,-0.4
T105,"Martin, Ben",AN,1,18,0,-0.17,287.6,0.64286,-1.13,0.66667,32.8694,52.2661,1.11,-0.92,0.71429,4,5,-1.11,-2.23,-1.3
T105,"Lower, Justin",AN,1,18,2,-0.86,277.2,0.71429,-0.77,0.61111,23.6718,129.8971,-1.4,-0.09,0.625,2,7,-3.11,-1.71,-1.63
T105,"Lipsky, David",AN,1,18,2,-0.51,283.1,0.78571,-2.71,0.55556,35.3741,191.5037,1.11,-1,0.57143,1,6,-3.11,-4.22,-3.22
T105,"Suber, Jackson",AN,1,18,4,-4.73,290.6,0.35714,0.87,0.61111,30.3289,35.2242,-1.05,-0.2,0.66667,2,6,-5.11,-4.06,-3.86
T105,"Lamprecht, Christo",AN,1,18,2,-1.19,295.4,0.35714,-1.57,0.5,27.3723,51.28,-0.76,0.41,0.77778,4,6,-3.11,-2.35,-2.76
T105,"Yellamaraju, Sudarshan",AN,1,18,1,0.94,297.5,0.71429,-2.21,0.61111,28.5931,46.609,-0.79,-0.06,0.625,2,5,-2.11,-1.32,-1.26
T105,"Higgo, Garrick",AN,1,18,0,-0.08,289,0.78571,-0.96,0.77778,29.0075,34.3382,0.26,-0.33,0.75,3,2,-1.11,-1.37,-1.04
T105,"Putnam, Andrew",AN,1,18,3,-2.88,273.6,0.5,0.12,0.72222,23.6387,55.5561,-1.47,0.12,0.75,1,4,-4.11,-2.64,-2.76
T117,"Hoge, Tom",AN,2,18,5,-1.1,284.9,0.71429,-1.56,0.72222,26.8057,38.7701,-2.63,-0.81,0.6,2,6,-6.11,-3.48,-2.67
T117,"Mazzoli, Stefano",AN,2,18,-2,-1.87,284.8,0.5,-1.73,0.55556,35.8113,62.2261,3.65,0.84,1,5,4,0.89,-2.76,-3.6
T117,"Peterson, Paul",AN,2,18,1,0.36,275.8,0.71429,-0.63,0.72222,25.8358,92.373,-1.16,-0.69,0.8,2,4,-2.11,-0.95,-0.27
T117,"Olesen, Thorbjorn",AN,2,18,4,-0.63,291.5,0.57143,-2.29,0.72222,33.0692,51.9694,-1.54,-0.66,0.33333,1,6,-5.11,-3.57,-2.92
T117,"Riley, Davis",AN,2,18,-3,1.53,297.5,0.85714,-0.61,0.66667,26.1289,70.2609,0.83,0.14,0.875,1,1,1.89,1.06,0.92
T117,"Pendrith, Taylor",AN,2,18,3,-2.46,301.5,0.5,-1.09,0.5,25.2917,22.3346,-0.61,0.05,1,2,10,-4.11,-3.5,-3.55
T117,"Vilips, Karl",AN,2,18,4,-0.86,293.1,0.42857,0.62,0.55556,24.4423,42.4481,-3.29,-1.58,0.375,2,4,-5.11,-1.82,-0.24
T117,"Davis, Cam",AN,2,18,2,-1.3,290.9,0.42857,-0.84,0.44444,23.1114,76.213,-2.34,1.37,0.7,4,4,-3.11,-0.77,-2.14
T117,"Hardy, Nick",AN,2,18,2,0.49,289.7,0.57143,-3.01,0.61111,32.8299,49.807,0.1,-0.69,0.375,4,4,-3.11,-3.22,-2.52
T126,"Paul, Jeremy",AN,3,18,-1,-0.92,292.7,0.42857,1.72,0.66667,23.125,40.5131,-0.89,-0.02,0.71429,5,4,-0.11,0.78,0.8
T126,"Skinns, David",AN,3,18,-1,0.46,285.4,0.64286,-0.73,0.61111,28.5023,51.0738,-1.6,1.76,0.83333,5,5,-0.11,1.49,-0.27
T126,"Campos, Rafael",AN,3,18,2,1.53,292.8,0.78571,-1.23,0.72222,34.8484,44.2375,-2.61,-0.81,0.55556,4,7,-3.11,-0.5,0.31
T126,"Walker, Danny",AN,3,18,2,1.62,295.8,0.85714,-4.28,0.55556,41.3549,49.1328,0.29,-0.74,0.66667,5,4,-3.11,-3.4,-2.66
T126,"Tosti, Alejandro",AN,3,18,-1,1.17,299.8,0.64286,0.92,0.77778,32.626,34.9665,-1.86,-0.35,0.57143,2,4,-0.11,1.75,2.1
T131,"Homa, Max",AN,4,18,3,-0.75,296.7,0.57143,-1.84,0.72222,37.0224,24.4156,-0.33,-1.2,0.5,4,6,-4.11,-3.79,-2.59
T131,"Rodgers, Patrick",AN,4,18,-2,-0.15,288,0.64286,-0.11,0.66667,29.9521,39.3577,1.17,-0.02,0.42857,3,6,0.89,-0.28,-0.26
T131,"Fahrny, Brannon",AN,4,18,3,-0.01,307.5,0.57143,-2.79,0.61111,29.7472,69.5065,-1.64,0.32,0.66667,2,5,-4.11,-2.47,-2.79
T134,"Kuchar, Matt",AN,5,18,1,-1.29,271.6,0.71429,-3.99,0.44444,45.0759,49.4483,1.51,1.66,0.75,3,5,-2.11,-3.62,-5.28
T134,"Schultz, Cooper",AN,5,18,5,-1.11,287.3,0.57143,-3.86,0.5,30.4626,43.6763,-2.47,1.33,0.71429,3,7,-6.11,-3.64,-4.97
T136,"Coody, Pierceson",AN,6,18,8,-0.14,302.8,0.42857,-6.5,0.44444,24.2658,81.4213,-1.1,-1.38,0.6,4,10,-9.11,-8.02,-6.64
T136,"Campbell, Thomas",AN,6,18,5,-1.09,283.7,0.5,-5.57,0.38889,43.957,71.7786,0.39,0.16,0.63636,1,6,-6.11,-6.5,-6.66
T136,"Sihota, Jeevan",AN,6,18,6,-1.34,292.9,0.5,-2.91,0.33333,30.9242,32.5523,0.59,-3.45,0.66667,2,10,-7.11,-7.7,-4.25
T139,"Malnati, Peter",AN,7,18,6,-3.03,286.4,0.5,-1.29,0.5,23.3086,86.6627,-1.79,-1,0.71429,2,7,-7.11,-5.33,-4.32
T139,"Wise, Aaron",AN,7,18,6,-0.01,292,0.64286,-3.47,0.72222,25.3826,71.6035,-3.75,0.13,0.8,1,8,-7.11,-3.36,-3.49
T141,"Hirata, Kensei",AN,8,18,1,0.19,278.3,0.71429,-1.32,0.61111,37.7152,70.3354,-1.24,0.25,0.66667,1,3,-2.11,-0.87,-1.13
T141,"Snedeker, Brandt",AN,8,18,3,-3.94,276.8,0.64286,1.16,0.55556,27.4318,58.9782,-0.44,-0.9,0.71429,3,8,-4.11,-3.67,-2.77
143,"Lindheim, Nicholas",AN,10,18,6,-0.53,277.1,0.57143,-5.15,0.5,42.4394,53.1189,-1.91,0.48,0.5,3,8,-7.11,-5.2,-5.68
WD,"Kizzire, Patton",AN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
