player_id,last_name,first_name,tier,rank,neutral_skill_index,venue_fit_score,venue_history_normalized,form_score,penalties_applied,vts_final,win_prob,top5_prob,top10_prob,top20_prob,make_cut_prob,miss_cut_prob,best_betting_lane,anti_pattern_flags,conviction_level
P099,NORGAARD,NIKLAS,4,117,38.19671519229763,49.65837724187138,49.50468735891231,60.7,0.0,47.26075910062215,0.27,1.85,4.34,9.9,38.7,61.3,Pass / No Edge,weak-ARG,LOW
P129,SIEM,MARCEL,4,118,31.830922528979528,62.81700363981945,61.18194633672543,37.0,0.0,46.647414806414425,0.28,2.05,4.45,9.45,22.7,77.3,Miss Cut,none,LOW
P162,RAMEY,CHAD,4,119,50.03438213740691,45.916427287452954,50.0,31.85,0.0,46.28353109915646,0.12,1.02,2.56,6.22,19.6,80.4,Miss Cut,renaissance-debut,SPECULATIVE
P166,VENTURA,KRIS,4,120,50.03438213740691,44.33726314253575,50.0,31.1,0.0,45.38938388456235,0.12,0.96,2.45,6.02,18.9,81.1,Miss Cut,renaissance-debut,SPECULATIVE
P008,CANTER,LAURIE,4,121,49.477445526144145,36.52312795479754,39.66430057985632,52.166666666666664,0.0,43.92920320175482,0.21,1.31,2.99,6.6,38.0,62.0,Pass / No Edge,weak-APP/no-CH,LOW
P136,STEVENS,SAM,4,122,55.6369239473683,34.58605218132328,33.453923145963195,41.7,0.0,42.985275395616625,0.17,1.12,2.61,5.89,34.2,65.8,Pass / No Edge,weak-APP/no-CH,LOW
P082,LUITEN,JOOST,4,123,47.86020808005288,34.737600348369966,51.34155955766943,36.7,0.0,41.25863267090655,0.2,1.07,2.66,6.35,28.7,71.3,Miss Cut,weak-APP/no-CH,LOW
P094,MOORE,TAYLOR,4,124,48.25287066984458,32.52967253166335,33.2352478842064,56.2,0.0,40.8067768937002,0.18,1.15,2.62,5.77,36.2,63.8,Pass / No Edge,weak-APP/no-CH,LOW
P133,SNEDEKER,BRANDT,4,125,43.81378681575867,29.356834310941487,40.97635215039711,64.1,0.0,40.22518867931306,0.21,1.19,2.75,6.12,39.3,60.7,Pass / No Edge,weak-APP/no-CH,LOW
P148,VEERMAN,JOHANNES,4,126,27.40514927115774,62.51471341299762,49.11107188775007,31.5,0.0,39.789159493703494,0.16,1.49,3.56,8.27,13.8,86.2,Miss Cut,none,LOW
P096,NAKAJIMA,KEITA,4,127,42.72231792210036,35.08825701148328,38.570924271072315,54.9,0.0,39.526685420067444,0.17,1.13,2.62,5.82,31.7,68.3,Pass / No Edge,weak-APP/no-CH,LOW
P073,LAGERGREN,JOAKIM,4,128,38.56608423862712,35.946761255657265,56.58976583983262,44.833333333333336,0.0,39.20316619811809,0.2,1.1,2.71,6.44,26.9,73.1,Miss Cut,weak-APP/no-CH,LOW
P019,DAVIS,CAM,4,129,27.43509811275202,60.64857507941756,46.09335327550623,31.85,0.0,38.34323997569671,0.14,1.38,3.05,6.53,13.1,86.9,Miss Cut,none,LOW
P122,SADDIER,ADRIEN,4,130,47.5773579094402,32.619956546074135,38.089838695207355,42.0,0.0,38.29792807732949,0.15,0.95,2.3,5.34,27.1,72.9,Miss Cut,weak-APP/no-CH,SPECULATIVE
P017,COODY,PIERCESON,4,131,54.81499462805854,22.26094070213193,50.0,50.666666666666664,3.0,38.10556092868305,0.21,0.96,2.45,6.05,15.5,84.5,Miss Cut,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,SPECULATIVE
P106,PAVON,MATTHIEU,4,132,37.634342500138324,32.78359632219369,52.25999565704799,49.166666666666664,0.0,37.18820692538494,0.18,1.02,2.5,5.91,26.7,73.3,Miss Cut,weak-APP/no-CH,LOW
P115,RAVETTO,DAVID,4,133,34.80251314494559,36.55134170930091,43.33804497737055,54.1,0.0,36.27201830999423,0.15,1.04,2.45,5.53,25.1,74.9,Miss Cut,weak-APP/no-CH,LOW
P048,HOFFMAN,CHARLEY,4,134,36.24338519053719,34.923811128092204,46.35576358961439,49.833333333333336,0.0,36.1206383212123,0.15,0.99,2.39,5.53,24.4,75.6,Miss Cut,weak-APP/no-CH,LOW
P104,OTAEGUI,ADRIAN,5,135,35.61778716612328,31.714698080151717,55.802534897508146,42.5,0.0,34.754124253134776,0.16,0.89,2.27,5.54,21.7,78.3,Miss Cut,weak-APP/no-CH,LOW
P038,GUERRIER,JULIEN,5,136,40.546035432915815,33.52843944108266,37.43381290993695,44.0,0.0,34.731419239871144,0.12,0.87,2.09,4.85,21.8,78.2,Miss Cut,weak-APP/no-CH,LOW
P039,GUMBERG,JORDAN,5,137,35.95720737085849,37.155922162944556,47.93022547426335,37.9,0.0,34.59746929616074,0.13,0.88,2.18,5.2,18.4,81.6,Miss Cut,weak-APP/no-CH,SPECULATIVE
P092,MIGLIOZZI,GUIDO,5,138,27.937573121722767,32.62156876061719,57.639407096265266,57.1,0.0,34.24395471417264,0.18,1.01,2.47,5.83,24.2,75.8,Miss Cut,weak-APP/no-CH,MEDIUM
