rank_model,player_id,player_display,name_key,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,sg_total_12m,sg_ott_12m,sg_app_12m,sg_arg_12m,sg_putt_12m,sg_t2g_12m,sg_rounds_12m,wins_12m,dd_delta,da_delta,trait_app_wedge,trait_app_100_150,trait_app_150_200,trait_ott_accuracy,trait_ott_distance,trait_putt_short_conv,trait_putt_lag,trait_arg_rough,trait_arg_bunker,trait_par5_scoring,cf_adj_total,cf_short_game,cf_approach,cf_distance,cf_accuracy,cf_putt_2_5ft,cf_putt_5_30ft,cf_rough,cf_bunker,shotdist_50_100,shotdist_100_150,shotdist_150_200,shotdist_200plus,venue_fit_score,venue_fit_delta,venue_fit_conf_band,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,debut_flag,debut_class,injury_flag,ap_bomb_and_spray,ap_wedge_liability,ap_poor_birdie_conv,ap_rough_approach_liab,primary_trait_driver,primary_risk_trait,trait_summary_label
26,58,"Finau, Tony",FINAU_TONY,deep,high,0.01,74.66784765279009,0.01,-0.17,-0.1,0.31,0.01,0.04,80,0.0,7.1,-6.2,74.34975881963493,75.10065359477125,74.97754394969844,25.86127698667892,59.62790697674419,68.15776815776816,67.60987357013846,64.2512077294686,68.19484240687679,71.19624141669678,-0.09,-0.02,0.0,-0.02,-0.05,6.8,11.7,2.0,1.3,2.0,6.2,5.7,3.3,64.04224374437047,-10.62560390841962,high,2,-0.292,-0.028800000000000006,low,False,,False,True,False,False,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
27,30,"Putnam, Andrew",PUTNAM_ANDREW,deep,high,0.28,79.45084145261293,0.28,-0.58,0.22,0.49,0.31,0.13,97,0.0,-21.6,10.5,81.2068476307576,82.56732026143791,82.6254330809701,51.17133670188334,22.790697674418606,76.0942760942761,71.52317880794698,74.8792270531401,81.94842406876789,71.03361040838453,0.1,-0.06,0.0,0.05,0.11,6.8,11.5,2.0,1.4,1.5,5.9,6.4,3.8,74.76171639402823,-4.6891250585847075,high,14,-1.548,-3.6256,medium,False,,False,False,False,False,False,APP_150-200,OTT_Distance,APP_150-200+APP_100-150; weak OTT_Distance
28,49,"Eckroat, Austin",ECKROAT_AUSTIN,deep,high,0.06,75.55358724534986,0.06,0.02,0.43,-0.35,0.08,0.11,81,0.0,-1.7,1.2,87.41133074813203,87.55032679738562,87.48021728902006,43.77583830960038,57.11627906976744,74.33862433862434,77.03190848886203,25.28180354267311,33.524355300859604,81.06252258764005,0.03,0.02,0.0,0.0,0.01,7.0,12.0,2.0,1.3,1.8,6.1,5.9,3.5,72.55730673631045,-2.9962805090394085,high,4,1.87,0.024,low,False,,False,False,False,False,True,APP_100-150,ARG_Rough,APP_100-150+APP_150-200; weak ARG_Rough
29,38,"Li, Haotong",LI_HAOTONG,deep,high,0.14,76.97077059344552,0.14,0.36,0.26,-0.23,-0.13,0.38,97,0.0,5.1,-0.2,83.55244490683818,83.57124183006536,83.46379229222806,47.17501148369317,72.74418604651164,68.78306878306879,71.34256472004806,32.3671497584541,39.82808022922636,86.14022406938922,0.01,0.03,0.0,-0.01,-0.01,7.0,12.0,2.0,1.3,1.9,6.2,5.8,3.4,71.38969984472757,-5.5810707487179485,high,0,,0.0,none,True,B,False,False,False,False,True,PAR5_Scoring,ARG_Rough,PAR5_Scoring+APP_100-150; weak ARG_Rough
30,23,"Olesen, Thorbjorn",OLESEN_THORBJORN,deep,high,0.38,81.22232063773251,0.38,0.21,0.14,0.04,-0.04,0.38,94,0.0,0.4,-0.3,80.28941643809704,80.72679738562091,80.65785534026263,44.37299035369776,64.37209302325581,68.99951899951903,68.36243226971703,48.309178743961354,54.01146131805158,82.72497289483194,0.0,0.0,0.0,0.0,0.0,6.9,11.8,2.0,1.3,1.9,6.1,5.9,3.5,70.240315181765,-10.98200545596751,high,6,-1.235,-3.2352000000000003,medium,False,,False,False,False,False,False,PAR5_Scoring,OTT_Accuracy,PAR5_Scoring+APP_100-150; weak OTT_Accuracy
31,27,"Mouw, William",MOUW_WILLIAM,deep,high,0.34,80.51372896368468,0.34,0.26,0.15,-0.1,-0.03,0.31,81,1.0,4.8,2.7,80.85689965005201,80.96209150326798,80.87599982890627,51.12540192926047,69.67441860465117,69.26406926406928,71.944611679711,40.04294149221685,46.65711556829035,82.72497289483194,0.02,0.02,0.0,-0.01,0.02,6.9,11.9,2.0,1.3,1.9,6.1,5.8,3.4,71.34605413114465,-9.16767483254003,high,6,1.11,3.7072,medium,False,,False,False,False,False,True,PAR5_Scoring,ARG_Rough,PAR5_Scoring+APP_100-150; weak ARG_Rough
32,45,"Lipsky, David",LIPSKY_DAVID,deep,high,0.07,75.73073516386184,0.07,-0.22,0.15,0.17,0.09,0.1,86,0.0,-9.0,4.2,80.48803556228128,80.94117647058823,80.92732794388125,45.016077170418015,44.0,70.27417027417027,69.77724262492471,60.81588835212024,65.13849092645654,74.37658113480303,0.05,0.0,0.0,0.02,0.02,6.8,11.7,2.1,1.4,1.7,6.0,6.1,3.6,71.28001072285409,-4.45072444100775,high,14,0.568,2.4352,medium,False,,False,False,False,False,False,APP_100-150,OTT_Distance,APP_100-150+APP_150-200; weak OTT_Distance
33,52,"Kanaya, Takumi",KANAYA_TAKUMI,deep,high,0.05,75.37643932683793,0.05,0.05,-0.66,0.28,0.41,-0.32,109,1.0,-9.0,8.1,60.86257448217158,61.882352941176464,61.88887463107917,57.78594395957741,51.53488372093024,80.90428090428091,76.3395544852498,76.97262479871176,70.91690544412607,62.99241055294543,0.04,-0.04,0.0,0.02,0.06,6.9,11.6,2.3,1.4,1.7,6.0,6.2,3.6,67.18196223249687,-8.194477094341053,high,2,-0.341,-0.024,low,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Distance,PUTT_BirdieConv+ARG_Rough; weak OTT_Distance
34,21,"Thompson, Davis",THOMPSON_DAVIS,deep,high,0.39,81.39946855624447,0.39,0.28,0.1,0.05,-0.17,0.43,81,0.0,3.3,3.5,79.34361108483876,79.78562091503267,79.69973052739637,52.91685806155261,68.83720930232559,65.56036556036557,64.84045755568931,48.899624261943096,54.5367717287488,83.64654860860136,0.01,0.0,0.0,-0.01,0.02,6.9,11.8,2.0,1.3,1.9,6.1,5.8,3.5,70.48624297866013,-10.913225577584342,high,12,2.174,3.8815999999999997,medium,False,,False,False,False,True,False,PAR5_Scoring,ARG_Rough,PAR5_Scoring+APP_100-150; weak ARG_Rough
35,42,"Dumont De Chassart, Adrien",DUMONT DE CHASSART_ADRIEN,deep,high,0.11,76.43932683790968,0.11,-0.3,0.0,0.29,0.1,-0.01,88,1.0,7.7,-4.8,76.61969166745484,77.45359477124182,77.33008255271825,25.81534221405605,56.74418604651162,72.70322270322274,70.048163756773,67.90123456790124,71.44221585482329,70.27466570292735,-0.11,-0.03,0.0,-0.01,-0.07,6.9,11.7,2.1,1.4,2.0,6.2,5.7,3.3,65.61253242527124,-10.826794412638435,high,4,-0.182,-0.012,low,False,,False,True,False,False,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
36,33,"Kuchar, Matt",KUCHAR_MATT,medium,medium,0.10250000000000001,76.3064658990257,0.19,-0.47,-0.1,0.18,0.53,-0.4,62,0.0,-19.7,6.6,74.03764305305968,75.05882352941178,75.08020017964839,45.4294901240239,27.441860465116285,84.0788840788841,79.59060806742923,61.40633387010199,65.66380133715376,62.63100831225154,0.06,-0.04,0.0,0.04,0.06,6.9,11.6,2.1,1.4,1.6,6.0,6.3,3.7,70.14849644561527,-6.157969453410431,medium,22,-0.178,-0.2368,medium,False,,False,False,False,False,False,PUTT_BirdieConv,OTT_Distance,PUTT_BirdieConv+PUTT_Lag; weak OTT_Distance
37,12,"Mitchell, Keith",MITCHELL_KEITH,deep,high,0.66,86.18246235606732,0.66,0.63,0.22,-0.08,-0.11,0.76,100,0.0,8.8,-1.7,82.1999432516788,82.63006535947713,82.5056674793618,49.3798805695912,83.53488372093024,67.14766714766715,68.57314870559902,36.39291465378421,43.40974212034384,93.16949765088543,-0.03,0.0,0.0,-0.02,-0.01,6.9,11.9,1.9,1.2,2.0,6.2,5.7,3.4,71.388869524762,-14.793592831305318,high,18,0.657,0.8496,medium,False,,False,True,False,False,True,PAR5_Scoring,ARG_Rough,PAR5_Scoring+OTT_Distance; weak ARG_Rough
38,22,"Ghim, Doug",GHIM_DOUG,deep,high,0.38,81.22232063773251,0.38,0.49,0.23,0.21,-0.41,0.94,91,0.0,1.5,4.4,82.54043317885179,82.84444444444445,82.77514008298044,58.84244372990356,73.20930232558139,57.04665704665706,58.338350391330515,53.51583467525497,58.64374403056352,93.47668955547523,0.06,0.01,0.0,0.0,0.05,6.8,11.8,1.9,1.2,1.8,6.1,5.9,3.5,73.18045347820839,-8.041867159524116,high,19,0.266,-0.3224,medium,False,,False,False,False,True,False,PAR5_Scoring,ARG_Rough,PAR5_Scoring+APP_100-150; weak ARG_Rough
39,53,"Grillo, Emiliano",GRILLO_EMILIANO,deep,high,0.04,75.19929140832596,0.04,0.15,0.08,-0.12,-0.06,0.1,92,0.0,-6.0,8.2,79.11661780005676,79.29411764705883,79.28055092176739,60.12861736334407,56.93023255813954,68.4704184704185,71.13184828416613,38.862050456253364,45.606494746895905,78.1713046620889,0.12,0.02,0.0,0.01,0.09,6.9,11.9,2.0,1.3,1.7,6.0,6.1,3.6,72.37362239193257,-2.825669016393391,high,10,1.869,3.7192000000000003,medium,False,,False,False,False,False,True,APP_100-150,ARG_Rough,APP_100-150+APP_150-200; weak ARG_Rough
40,68,"Johnson, Zach",JOHNSON_ZACH,medium,medium,-0.1375,72.05491585473871,-0.13,-0.48,-0.03,-0.05,0.33,-0.55,52,2.0,-17.7,9.3,75.9765440272392,76.70588235294117,76.74408657342059,50.62011943040883,29.023255813953497,78.78787878787882,77.48344370860923,47.82608695652175,53.58166189111747,61.763642934586194,0.12,-0.02,0.0,0.04,0.09,6.9,11.7,2.1,1.4,1.6,6.0,6.4,3.7,70.36061821193363,-1.6942976428050827,medium,82,1.211,2.1351999999999998,medium,False,,False,False,False,False,False,PUTT_BirdieConv,OTT_Distance,PUTT_BirdieConv+PUTT_Lag; weak OTT_Distance
41,29,"Novak, Andrew",NOVAK_ANDREW,deep,high,0.3,79.80513728963685,0.3,0.08,0.22,0.1,-0.15,0.4,95,0.0,-0.7,-0.9,82.13373687695072,82.60915032679739,82.53988622267848,40.97381717960498,59.720930232558146,66.08946608946611,65.3822998193859,47.02093397745571,52.865329512893986,82.30936031803398,0.0,0.0,0.0,0.0,0.01,6.9,11.8,1.9,1.2,1.9,6.1,5.9,3.5,69.57370971381985,-10.231427575816994,high,12,1.056,2.9168,medium,False,,False,False,False,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
42,19,"Berger, Daniel",BERGER_DANIEL,deep,high,0.42,81.93091231178035,0.42,0.2,0.7,-0.29,-0.17,0.61,75,0.0,2.2,2.9,93.74822661496263,93.9032679738562,93.83207151717353,50.574184657785956,65.76744186046511,65.56036556036557,68.151715833835,19.16264090177134,32.37822349570202,92.17564148897722,0.06,0.02,0.0,0.0,0.04,6.9,11.9,1.8,1.2,1.8,6.1,5.9,3.5,75.3845131736481,-6.546399138132244,high,14,0.836,0.016000000000000004,medium,False,,False,False,False,True,True,APP_100-150,ARG_Rough,APP_100-150+APP_150-200; weak ARG_Rough
